特徵1,特徵2,類別
185.31763812365773,12.693964573656494,1
259.9204749802278,11.867663768540387,0
231.0135710053633,14.414242107247178,0
175.36664490449147,11.720586509332273,0
187.12086466731515,14.12973205950237,1
225.90586447535776,12.100249053221344,1
208.40515675864629,14.17718919429808,0
207.07593089146724,14.032737597096466,0
280.6038535866463,14.2322592892385,0
202.86935246580353,12.249010278880393,1
196.70468985218398,13.54426389427831,1
270.3132702825782,14.602255769890757,0
192.94979108307552,15.196867586027297,0
213.57283453112726,14.27503536880892,0
164.4729866412344,11.918174233731765,0
177.2575054164758,15.037798694753175,0
241.7745473004188,14.896945294457739,0
236.99889634274487,13.126169590702146,0
219.73805620687455,13.873774071023625,0
266.3859279625298,13.2527446646365,0
270.4524148454968,13.95486775361035,0
261.9630769838885,13.49222421966899,0
243.4899477970464,12.85610149859724,0
220.5818480297081,12.364893564076057,1
163.59498627249437,11.654416519683876,0
244.76317931210858,13.325722483526224,0
271.1941098575787,14.84073281876912,0
201.98784315491025,15.39471507882089,0
229.92837149557923,14.563533256861191,0
204.97123839474693,12.284679647873087,1
173.18989703604765,12.224824904923947,0
231.5137448304292,11.950531420445273,0
152.6879510930519,14.831987856753681,0
163.4205009209065,13.302338142207049,0
215.94730736633585,13.98108963353425,0
218.04195512421555,15.249372574915872,0
251.3035402390422,13.797865991531863,0
233.33173845521324,13.52620596642792,0
280.24284419817286,12.406504253436546,0
243.01866351505674,13.720386715591461,0
155.67159152427263,12.684599999134935,0
275.1675362792148,14.63825942972,0
151.7321976266024,12.68650531865098,0
151.32372212128612,14.809867771912312,0
164.8996249617235,11.729820715099278,0
282.5542513313383,13.283479517660854,0
192.98305487359625,11.696053558252368,0
202.59536338034098,12.964156229048553,1
220.66990638748766,11.527141865925932,0
169.9749888391795,12.339546102993625,0
209.46811003107416,12.709213465239465,1
232.79923632620387,12.641730422157181,1
272.8004563613967,15.347479832792306,0
158.02370683384683,12.336238876619916,0
226.00812973954754,14.582640917935919,0
158.64327122879146,12.23921073771952,0
211.65721642824303,14.174763034200694,0
271.94927014348957,14.9678918541662,0
257.1569810814648,11.710928573506205,0
281.8459265944453,13.958511796604627,0
161.62563505219575,12.519715101559061,0
233.80180141644928,13.042560467534559,0
210.2914691912232,14.718340262395,0
261.2441819509951,13.68714792072123,0
256.98089904735,13.124019716372217,0
281.5550480379854,13.920636661704144,0
280.6392276627205,11.675950768225588,0
269.16350813376454,13.737508750179506,0
246.34126917943763,12.27037990151608,1
224.07333575878408,12.657111696487677,1
164.23986437700543,11.512747082472469,0
272.42340268172154,14.18361726014331,0
177.6779337749785,12.531274710250976,1
212.85523205543603,14.773149013077894,0
165.87945638859475,15.371139320654919,0
277.4279534676567,12.478640382770534,0
236.50555103276065,12.940390131064344,0
244.13865150825384,11.847664400591015,0
213.44539382786763,13.853963214760375,0
234.57422434983218,14.271181896686253,0
270.33648535513584,12.465000839629704,0
170.68123283998017,13.062427748851903,0
226.79179993803092,15.342115043682218,0
245.91825405821646,14.453770202678516,0
281.31680226443416,12.57097265103436,0
185.02731944599353,13.190163350275608,1
189.88170100166397,14.104413540913876,1
278.48137931063735,12.114045970144097,0
219.92293709971818,14.210312395192949,0
216.57898498845285,15.15497536357607,0
249.48122813719687,15.028707182442275,0
165.08827339607947,12.283054013986838,0
158.8700704564876,14.817277993858738,0
279.9805193437852,11.555964084113734,0
256.54924192266276,14.411324794111898,0
272.6052172420259,12.581541893037603,0
246.49491974773906,12.44969152587688,0
160.2644820060435,14.480816250813096,0
155.69875113941342,14.298377852630496,0
188.26743273481935,13.44969358033831,1
270.3569757726322,12.473631516000852,0
213.22379155065659,12.920197788160978,1
175.7014197283934,13.3946058733705,1
174.52009414654242,14.69602996663428,0
233.00092161976346,12.632523011343407,1
281.3691743606422,12.881107377874972,0
240.6196492618556,14.432894905937017,0
185.80556267384637,11.54705520635124,0
270.5031433454736,15.325666054366515,0
172.9807912614288,12.114420844495411,0
208.41010162485875,13.890278272598966,0
283.51265469325926,15.353984469423763,0
283.3601333927059,12.482277660949709,0
230.84923224189154,13.243476574854926,0
181.23930992461385,11.761509482866865,0
172.77833045706768,12.933806915144826,0
161.88293361414617,12.102955965479822,0
156.02795049793286,13.991625094768693,0
216.51672478192378,12.474212012399576,1
221.0570798355102,13.197787110623912,1
238.98568520018682,15.230668878991835,0
197.6944343739337,14.080606130699557,0
179.55375965839255,15.259597596063937,0
233.38848486508607,12.134989750401584,1
184.70189322163776,12.13660544245415,1
174.1830946534081,12.72719542667368,0
261.1145098270051,13.32823520652449,0
187.41794560696474,13.176303443070145,1
186.09876106325586,14.434729664693174,0
157.93546834639034,12.656914240589117,0
193.63822190218158,12.226078074717979,1
249.65103075660312,12.220989450434844,0
190.56498131738326,11.725906248510729,0
252.00406101766478,12.955452066489801,0
238.5503330231537,12.368944408787026,1
152.94302628637445,12.78967263403881,0
255.17362012759682,14.849783121859982,0
197.0933671229322,14.887763114166347,0
156.79710499295106,13.5884581442939,0
184.7520262047317,13.256310754802325,1
179.92164591974054,15.074266487197118,0
190.79357984301413,15.281167708142997,0
164.7271741542562,13.219324024518682,0
209.86506596128294,14.337739172089272,0
196.5780064220703,13.469979854431436,1
159.510623172614,12.744125834662189,0
247.87288291184055,11.9236455676461,0
212.44231568694744,12.446907818273253,1
172.34040751845203,11.98526205043424,0
259.8719001968305,14.246628078158885,0
201.22657353944328,13.066563771293861,1
248.34175919001873,13.915824598478073,0
273.66206057956043,15.177654744928303,0
215.0935848814562,14.136541027876753,0
223.53014138129097,12.741142166812214,1
211.22431235280325,14.384703456843148,0
224.6120906119603,14.029625465786433,0
215.75489519873088,15.311910571776721,0
254.82229579531514,12.02314013487207,0
259.9047835847929,15.170310305641612,0
260.2488557726487,12.87243299110953,0
199.66771450418645,12.472857481264143,1
157.52013585298806,13.388245382462747,0
264.81482409816533,14.575246344636167,0
239.3968517064999,14.888762677733132,0
238.98037311101996,12.393333660898925,1
258.42593537030615,12.970080017838821,0
270.15836598717624,12.80593012341884,0
162.40676332878297,14.419592780232279,0
164.53231153619822,14.980857716307591,0
205.60967939761395,14.620484796170247,0
157.09674149202135,13.675351030031221,0
241.38069603947136,12.018020515066691,1
232.13370588852757,12.072090461366098,1
191.038532155903,12.961140822110634,1
233.6440250032013,12.020475379749087,1
174.95146369503308,14.625026345239178,0
246.64321151268967,13.316822678403394,0
188.07040705409207,14.268818568957299,1
213.15899444832192,12.746078692371208,1
268.08223647809893,12.307361271926027,0
258.5781853468444,13.971271622677762,0
237.20731697867757,14.228609805051228,0
251.01659085350278,15.023788380269526,0
274.27882001758127,12.52195618668974,0
172.1246376477015,15.085496334129594,0
177.51695425291348,12.387859751661974,1
258.70969378519794,15.364442353914889,0
264.0136216597015,13.566921566247302,0
200.70604970349163,15.454206928801511,0
249.36929914354067,14.01637408426408,0
151.50238376037396,12.280767115616436,0
151.8213889559931,15.128161659699117,0
181.9228573367597,12.184085241979979,1
228.64664272643643,12.312407425124329,1
223.78183257172367,15.299166804176906,0
266.6276732858951,12.480510135072599,0
273.68398194872805,13.097561760768226,0
220.61000616523552,12.799890704802397,1
284.99434167453603,12.728293824607729,0
249.53225944278518,13.97958414237181,0
243.0046485480446,11.916026209922054,0
222.46648940779022,15.488189437623351,0
226.0243636621904,12.287176453664006,1
157.09737087006602,12.819810037090916,0
250.65823105862083,11.59925430079548,0
156.56615863712636,14.1280320667935,0
269.052064235529,13.254993516488717,0
234.28141260628496,12.529047237254465,1
186.79602912151387,13.39990965304016,1
179.57397420842977,13.315519827370899,1
170.0315441341557,15.195899737655436,0
237.47339492056275,11.876754837457877,0
176.06949188415075,14.81661090437484,0
200.27441058594815,12.540416262092274,1
153.14793946662877,14.200867405141446,0
226.99473735284874,14.861577763055124,0
172.9136106758536,14.509180711969762,0
261.65428332334955,14.796484631366548,0
250.75924165407253,13.269463500419825,0
156.39992165314993,14.077125672759692,0
153.46831855976296,11.84336994749405,0
205.23164523424163,11.983111800540541,0
211.01767208223197,14.904172819519664,0
173.511224951198,14.692619784153836,0
284.6706987567707,11.649132009920896,0
207.12517015170795,14.330165227234678,0
248.77727594871473,12.619638986026487,0
259.2179337456688,12.985126092966711,0
177.10157791147677,13.571327171400625,1
232.6844294207706,14.85095299267626,0
239.63746326373678,11.83247988051263,0
227.6056753983483,12.87658413809687,1
245.1807219649474,11.680242640037562,0
238.74325727542185,14.666285299010426,0
155.42115447744152,11.561442882080494,0
270.4053492462084,15.081694557387454,0
173.838998870886,15.189807937353054,0
204.89320779237502,13.576185215070371,1
213.56771752403085,12.840011465616076,1
269.3735552705772,13.942304842675693,0
275.88373167816394,13.988303715961834,0
274.85588100369034,13.560878393606346,0
214.1106915147338,13.785244022089646,0
150.7990901557934,14.57057821252453,0
168.84829285700192,15.2758500965978,0
155.97983918711066,14.332743198947398,0
253.7590483085953,13.66655072240885,0
162.92711943454515,14.746013502936805,0
193.3642713296025,12.65189144074669,1
243.47199537040726,15.387314827327813,0
162.97988655958693,13.245101812408098,0
240.90142457678616,12.607687200231162,0
274.8742895092662,13.911193216675592,0
160.2073369599365,12.119061699573155,0
169.3394123589094,13.324018331465796,0
272.884960666191,11.949137126470607,0
170.42437539487284,12.346902976815262,0
227.36733392758265,13.220855350550055,0
206.47112775282136,12.079747993407638,1
261.2782090275807,13.417797546217155,0
266.8732485737719,11.620459117933134,0
211.78951181476958,12.973666392630115,1
263.57730629886794,14.268568681701613,0
220.32475788473408,12.144993502595062,1
242.15014219494583,15.083895281255042,0
254.84397076043967,15.368466617849467,0
229.8279311283493,12.754946388447646,1
179.83541347609201,14.697366499048607,0
259.5980814527272,14.03892855101951,0
255.57984030781216,13.443902419209667,0
264.9576934919062,14.278767045831996,0
182.66348557555932,13.85018799979577,1
238.57882694090526,12.311354889907282,1
276.33016354283603,14.722201421614951,0
169.6102415868728,12.37957780175332,0
150.28717249662927,15.25760919786643,0
173.53896550651794,14.835252328701099,0
219.06660254206201,11.728464614452696,0
178.5424400099776,12.530848166047834,1
253.18800857578157,12.970589223828004,0
169.16180301142697,15.285375479422854,0
219.4601164068517,11.76635399656353,0
281.3549201169408,14.2013123788864,0
209.54070921813565,12.082902454597603,1
243.604759641498,11.887926534624079,0
276.7972576367532,14.506030194351474,0
246.2730912952223,14.58112400129954,0
266.61072267248113,13.375711196136038,0
259.5543175207284,11.940712646677198,0
244.5494394577603,14.50460103242563,0
178.53724384382238,11.94535195043207,0
273.7697541068151,15.066048054549707,0
164.8395437892398,13.857391830585739,0
174.4063691208494,12.318809268603843,0
275.44096420169376,14.151187608210389,0
252.3925313836001,12.628536956575097,0
254.73484012918522,14.177437846202059,0
196.74603498328912,13.48494585015546,1
183.6255995432553,13.87800822856358,1
175.23742324174077,13.294663086990433,1
265.46908940956644,14.131371329198366,0
231.30247878416577,11.94767281655611,0
260.9269014391462,13.978143241223385,0
278.03388194844774,15.235102130244222,0
275.79285774147246,13.63768703161082,0
253.90883621566655,11.906525139719655,0
156.04070768072933,14.645192864601642,0
240.888782110269,15.288049380324061,0
191.0936295691776,13.479984659396354,1
256.20837572923506,13.935916169018594,0
264.5479247372812,13.078901343414765,0
264.0969330016658,14.945189319134823,0
271.90283898059465,13.091785793973854,0
272.61725188180696,12.736413074723693,0
230.1771882881527,15.419721974825013,0
237.00589678154398,13.869666967620761,0
198.7333062188435,13.55443790620211,1
216.23085740679122,14.210342046907112,0
222.87874232590468,12.77374355500542,1
175.75997805739988,15.449313732207177,0
233.61211882681977,12.192558774295986,1
195.62367242486286,14.10064825555111,0
182.21349343081798,15.081356382736535,0
222.97066322525438,14.223440042424201,0
239.57254386217147,12.14697635747217,1
275.8398995931308,14.883131041995469,0
169.7082417619587,13.778251445359402,0
221.27092783673243,12.738346197956913,1
200.65490214066597,12.536775667736855,1
235.23133857675373,13.214498778016646,0
163.5571616005181,12.408697942207615,0
170.45878868252808,14.017994795685627,0
224.8170835083718,13.070135415138552,0
223.8663596265664,14.015228185472727,0
179.2276378333017,11.72249666226216,0
279.89143692569075,12.24205221331965,0
182.6612865473584,14.316802275638764,1
283.08517491313887,11.994350913088171,0
204.3248175795982,14.923299125850129,0
161.46364732542156,12.501345749680842,0
232.85190047725797,14.816928222604483,0
163.8559083904321,13.165421897631937,0
229.93778075598226,13.688203561910303,0
222.29809082251455,15.472066376837066,0
282.85608512337353,12.3412285553643,0
184.5114194910647,13.100167905948771,1
163.63073895717937,12.085492601016643,0
226.27705668564607,15.447776805724862,0
189.66070720338263,12.29383548129142,1
233.23019228388483,12.690021906293591,1
151.83521554649437,11.874816366503861,0
268.4966032835341,11.934904072348921,0
236.59090786941118,13.174862225609067,0
253.88034714216417,13.536544158700412,0
181.17123542954488,12.344677770864372,1
181.75754564225394,12.434841143925015,1
183.86073937086405,12.697465524145304,1
230.74612152880593,13.611084249496246,0
159.27687778886008,13.182895830048926,0
275.54731820269285,15.258383385428829,0
193.1557513875778,12.122161321179206,1
189.5238716207321,12.030713250006693,1
184.90682645381347,15.19918249527542,0
268.4061194972884,13.309060263351178,0
224.222149257482,14.302464834438247,0
244.67850645700264,14.274635706661165,0
249.36850101958026,13.863937988116145,0
167.94782936254344,14.247711318763935,0
240.30733602489948,12.149386733748123,1
176.31971045621555,14.04629975153959,1
202.0882200282091,14.743305360774295,0
187.4216299022977,14.164716237545475,1
233.009365017895,11.942242767098065,0
187.58862402434488,12.913825545027027,1
190.76219630714667,11.863981951861385,0
181.79289326361055,13.648878901589057,1
180.5205528837026,14.043162172679533,1
206.03028218415753,13.325451795917775,1
177.941423468228,14.64607517866705,1
160.4564377817633,15.277613951330984,0
229.56132849686622,15.277005391464275,0
224.14460497128502,12.906396311229463,1
199.9305117239183,15.217204219181257,0
220.31753230867753,13.077521975751884,1
171.05790858171662,12.106961127023938,0
206.15816429330187,13.308155284051782,1
258.570805679713,11.98675158155529,0
211.30581587704532,12.032023165517536,1
184.28407355107703,13.472512985304892,1
268.38364413712327,12.02922542380433,0
173.52350564757515,14.324798425133732,0
221.1744919778881,11.850780001827687,0
241.93548668949813,15.333396107027884,0
249.6644076703176,15.48592640615144,0
250.2768580779322,12.815721585570987,0
258.0467039100243,13.771501393993859,0
162.3308934091337,12.949730830531076,0
277.74720641656904,14.119709536680977,0
199.9387129147349,14.334017418556806,0
